pdf_id`pdf_url`dl_status`scrape_status`num_pages`num_pages_scraped`is_fillable`text
25911`https://www.cityofchicago.org/content/dam/city/depts/dhr/supp_info/JobSpecifications/JobSpecName/DISTRICT-ASPHALT-SUPVSR_8257.pdf`Success`Success`3`3`Not a fillable PDF.`   Code:  8257  Family: Construction, Maintenance, and Skilled Labor  Service: Operation and Construction     Group: Street, Water, Sewer, and Disposal  Series: Street Maintenance and Construction         CLASS TITLE:  DISTRICT ASPHALT SUPERVISOR   CHARACTERISTICS OF THE CLASS         Under general supervision, positions report to a General Foreman of Laborers; direct work  operations within an assigned district, supervising multiple crews and monitoring work operations  relating to the spreading, finishing and compacting of asphalt for the re-surfacing and repair of City  residential streets and alleys and related asphalt work, and performs related duties as required         ESSENTIAL DUTIES   	  Oversees day to day field work operations including the preparation of surface areas (e.g.     grinding) and the spreading, finishing and compacting of asphalt for the pavement, re-surfacing  and repair of residential streets and alleys    	  Supervises Asphalt Foreman and their work crews,  resolving operational problems and      ensuring work crews receive timely delivery of asphalt and other required resources and   equipment (e.g. grinders, pavers, rollers) to efficiently complete work projects      	  Monitors and directs the work operations of specialized crews installing alley humps, street     speed humps, alley key cuts, ADA ramps and related jobs  Inspects work sites and monitors work in progress to assess and ensure compliance with  established work  procedures, safety practices and quality standards        	   	  Responds to incidents and troubleshoots problems at job sites, working with managers, vendors     and crew foremen in resolving problems delaying or preventing the completion of jobs         	  Reviews daily manpower reports and equipment resources and works with supervisor in re-    allocating personnel to ensure adequate manning of crews and efficiency of operations     	  Confers with asphalt vendors and management to schedule, monitor and track the timely     delivery of hot asphalt from  plants to work sites     	  Monitors the ordering and delivery of asphalt and additional supplies to complete the job    	  Monitors and evaluates work performance of subordinate staff;  addresses performance issues;     and initiates and enforces disciplinary actions as required    	  Responds to complaints of poor quality or inadequate work of asphalt crews in the pavement,     re-surfacing or repair of streets and alleys, inspects completed jobs and takes proper actions to  correct problems   	  Reviews accident and injury reports and conducts required follow-up     	  Prepares management reports on completed asphalt work projects, status of planned and     scheduled projects and related productivity and performance reports        NOTE:	  The list of essential duties is not intended to be inclusive; there may be other duties that are      essential to particular positions within the class.         MINIMUM QUALIFICATIONS   Education, Training, and Experience    	  Four years of work experience in the paving and repair of street surfaces using asphalt     materials and/or related asphalt equipment of which two years are in a supervisory role related  to the responsibilities of the position     CODE:  8257  CLASS TITLE:  DISTRICT  ASPHALT SUPERVISOR      Licensure, Certification, or Other Qualifications        	  A valid State of Illinois driver’s license is required.  WORKING CONDITIONS      Exposure to outdoor weather conditions       Exposure to loud noise, fumes or dust       Exposure to hazardous conditions (e.g., traffic, heavy machinery)          EQUIPMENT         Standard office equipment (e.g. telephone, printer, photocopier, fax machine)       Computer and peripheral equipment (e.g. personal computer, computer terminals)       Personal protective equipment (e.g., hard hat, shoes, glasses, gloves, vest)         Safety devices or equipment (e.g., cones, barricades, metal plates, scaffolding, ropes)     Two-way radio         PHYSICAL REQUIREMENTS   	  Ability to stand and walk for extended or continuous periods of time        KNOWLEDGE, SKILLS, ABILITIES, AND OTHER WORK REQUIREMENTS   Knowledge    Considerable knowledge of:                   *use of street surface repair equipment and materials  *applicable safety principals, methods, practices, and procedures specific to asphalt work  *use of safety equipment and protective gear   *applicable safety and code standards specific to street paving and resurfacing, including OSHA  standards    Some knowledge of:     Personal computer operations and applicable software        *management and supervisory methods and practices            geographical locations within the City          Knowledge of applicable City and department policies, procedures, rules, and regulations   Skills    	  ACTIVE LISTENING - Give full attention to what other people are saying, taking time to        understand the points being made, ask questions as appropriate, and not interrupt at   inappropriate times    	  CRITICAL THINKING - Use logic and reasoning to identify the strengths and weaknesses of     alternative solutions, conclusions, or approaches to problems   	  TIME MANAGEMENT - Manage one's own time and the time of others    	  COORDINATION WITH OTHERS - Adjust actions in relation to others' actions           Page 2 of 3       CODE:  8257  CLASS TITLE:  DISTRICT  ASPHALT SUPERVISOR      	  JUDGEMENT AND DECISION MAKING - Consider the relative costs and benefits of potential   actions to choose the most appropriate one     	  EQUIPMENT SELECTION - Determine the kind of tools and equipment needed to do a job        Abilities    	  COMPREHEND ORAL INFORMATION - Listen to and understand information and ideas     presented through spoken words and sentences     	  SPEAK - Communicate information and ideas in speaking so others will understand    	  COMPREHEND WRITTEN INFORMATION - Read and understand information and ideas   presented in writing     	  WRITE - Communicate information and ideas in writing so others will understand    	  REASON TO SOLVE PROBLEMS - Apply general rules to specific problems to produce   answers that make sense     	  WORK WITH NUMBERS - Add, subtract, multiply, or divide quickly and correctly   INITIATIVE – Demonstrate willingness to take on job challenges    Other Work Requirements      	  	  LEADERSHIP - Demonstrate willingness to lead, take charge, and offer opinions and direction    	  DEPENDABILITY - Demonstrate reliability, responsibility, and dependability and fulfill       obligations   	  ATTENTION TO DETAIL - Pay careful attention to detail and thoroughness in completing work     tasks   	  ANALYTICAL THINKING – Analyze information and use logic to address work or job issues and     problems            All employees of the City of Chicago must demonstrate commitment to and compliance with applicable  state and federal laws, and City ordinances and rules; the City’s Ethics standards; and other City  policies and procedures.    The City of Chicago will consider equivalent foreign degrees, accreditations, and credentials in    evaluating qualifications.    * May be required at entry.               City of Chicago  Department of Human Resources        Date:  April, 2012        Page 3 of 3     
14966`https://www.cityofchicago.org/content/dam/city/depts/dcd/tif/06reports/T_145_73rdUniversityAR06.pdf`Success`Failed`53`10`Fillable Check: Failed`
7542`https://www.cityofchicago.org/content/dam/city/depts/dps/PreBids/2011PreBids/PreBid100052.pdf`Success`Success`1`1`Not a fillable PDF.`PRE BID/PROPOSAL CONFERENCE ATTENDEE REGISTER  PROJECT NAME: Private Drain Repair Program – North and South Areas SPECIFICATION No.: 100052 CONFERENCE DATE/TIME: Thursday, December 8, 2011 @ 1: 00 pm CONFERENCE LOCATION Bid Bond Room USER DEPARTMENT: DWM PROCUREMENT CONTACT: John Stewart, Jr. 312-744-0763 or john.stewart@cityofchicago.org ORIGINAL BID OPEN DATE: Tuesday, Deccember 27, 2011  Name  Company  Address/Email  City Construction Co.,  4403 W. Lawrence Ave., Chicago, IL 60630  Inc.  ambreen@cityconstructioninc..com  Telephone 773-736-0607  Facsimile  773-736-0609  Ambreen Hameed Daniel Donnelly  Joel Kennedy  Joe Healy  Mark Fleege  Gulzar Singh  Sheri Williams  Elite Sewer & Water  9355 W. Bernice, Schiller Park, IL 60176  847-928-8892  Contractors Joel Kennedy  Construction Corp.  Liuna  Elitesewer@sbcglobal.net  5901 N. Cicero Ave., Chicago, IL 60646  773-286-7757  773-286-7758  jkcchicago@sbcglobal.net  3841 S. Halsted, Chicago, IL 60609  773-247-1092  773-376-8055  McDonagh Demolition Pan-Oceanic  Engineering Co., Inc.  T & N Chicago  joeh@local1092.org  1269 W. LeMoyne, Chicago, IL 60642  Mark.f@mcdonaghdemo.com  773-276-7707  773-276-7723  8501 W. Higgins Road, Chicago, IL 60631  773-601-8408  773-601-8409  gsingh@panoceanicinc  444 N. Michigan Ave., Chicago, IL 60611  312-641-5850  312-641-5851  swilliams@tnchicagoinc.com  Ernie Estela  Viridian Enterprises,  4015 N. Rockwell Street, Chicago, IL 60618  773-799-9693  773-799-9686  Charles Johnson  Inc. DMW  ernie@viridianinc.net  
19883`https://www.cityofchicago.org/dam/city/depts/water/supp_info/arcConRpt/2013construction/11Nov/20131106_Emerald_Lowe_Wallace_Stewart_Egg_34w.pdf`Success`Failed`6`6`Not a fillable PDF.`
11916`https://www.cityofchicago.org/content/dam/city/depts/fin/supp_info/Benefits/Handbooks/2014_GroupA_HMO_Plan_Booklet.pdf`Success`Failed``10`Not a fillable PDF.`
16633`https://www.cityofchicago.org/content/dam/city/depts/dcd/tif/15reports/T_042_SanitaryDrainageShipCanalAR15.pdf`Success`Failed`145`10`Fillable Check: Failed`
19663`https://www.cityofchicago.org/content/dam/city/depts/zlup/Sustainable_Development/Publications/Chicago_Nature_and_Wildlife_Plan/Nichols_Park_Wildflower_Meadow.pdf`Success`Failed`1`1`Not a fillable PDF.`
22040`https://www.cityofchicago.org/content/dam/city/depts/water/supp_info/arcConRpt/2015construction/September%202015/20150916_123rd_34w.pdf`Success`Failed`7`7`Not a fillable PDF.`
20645`https://www.cityofchicago.org/content/dam/city/depts/dcd/tif/T_090_PetersonCiceroCL.pdf`Success`Success`1`1`Not a fillable PDF.`City of Chicago  Richard M. Daley, Mayor   Department of Housing   John G. Markowski  Commissioner   33 North LaSalle Street  Chicago, Illinois 60602  311-General Information  (312) 742-1249  (FAX)  (312) 742-1564  (ITY)  http://www .cityofchicago.org   May 10,2007   Mr. James J. Wozny  Brook -Ridge Development Inc.  1141  East Main Street  East Dundee, Illinois 60118   Re:   PROJECT CLOSEOUT  Project Completion Status:  Project Name:  Project Address:  General Contractor:  Project Type:   100%  Sauganash Place Condominiums  6000 North Cicero Avenue  W.E. O'Neil Construction  DPD/TIF   Dear Mr. Wozny:   The above-referenced project is subject to MBEIWBE, Local Hiring and Illinois  Prevailing Wage ordinances as applicable  under the Redevelopment Agreement  for  this project. As of the date of this letter,  there are no outstanding compliance  issues for this project   Since the development has met the compliance requirements, I am recommending  that  the  Department  of Planning  and  Development  closeout  this  project.  We  appreciate  your time and  effort  in the  successful  completion of this project.  We  look forward to working with you on future developments.   cc:   Robert C Crouse  Brool- Ridge Dev.,lnc.   Bob Conigan  Brian Barry  W.E. O'Neil Const.   E.  Ellis  M.Sagun  T. Rodriguez  V.  Orlando  P. Sulewski  File   !J.l!fLBING CHJCAGO TOGETHER   V. Zillig- DPD  R.  Kunze -DPD  J.  Streder • DPD  D. Childers - DPD  D.  Roman - DPD   •·.   ··r   
2179`https://www.cityofchicago.org/content/dam/city/depts/dps/BidTabs1999to2004/2000BidTabs/Mar/C075990004a.3.27.00.pdf`Success`Success`1`1`Not a fillable PDF.`                     BID TABULATION  Specification Number: C075990004A                                                                       Date: March 27, 2000          Project Description: FRONT END ALIGNMENT SYSTEM  Bid Deposit: $ None                         Addendum __1 __2 __3 __4                    Contract Administrator: A. Georgian       Name of Bidder  Creative Lighting Products  Rack’m Up Distributors Inc.  Chicago United Industries Ltd.  Alternate  TOTAL BID  $28,500.00  $19,950.00  $33,460.90  $25,950.10  Bids are subject to review for completeness accuracy and compliance with all the terms and conditions provided in the bid specifications. City of Chicago    Richard M. Daley, Mayor  Department of Purchases, Contracts & Supplies David E. Malone Chief Procurement Officer   
18403`https://www.cityofchicago.org/content/dam/city/depts/water/supp_info/arcConRpt/2016construction/jun_2016/20160620_Wood_33rd_12w.pdf`Success`Success`2`2`Not a fillable PDF.`                    RE:   Water Main Replacement Project #1201139    June 20, 2016   Dear Neighbor,   In coordination with Mayor Rahm Emanuel’s Building a New Chicago infrastructure investment  program, and at Alderman Cardenas’ request, I would like to provide you with information about an  upcoming water main construction project in your neighborhood.    By late June 2016, Department of Water Management (DWM) and Benchmark Construction  Company crews will begin the work to install 1,283 feet of new 8-inch and 2,977 feet of new 12- inch water main in S. Wood Street, from S. Archer Avenue to W. 37th St. and W. 33rd Street, from S.  Wood Street to S. Ashland Avenue. The old water main dates back to 1879, and needs to be  replaced.    If you would like to receive regular email updates about the progress of the project, please go to  BuildingANewChicago.org to register for the WaterALERT program.  Simply enter your name,  email address and the project identification number at the top of this letter.   By signing up for the WaterALERT emails, you will be notified as the project enters each new  construction phase – from our mobilization of equipment onto the site, to the installation of new  pipes, to the final restoration of the street.   When we are working in the street, we may close or limit it to traffic for safety reasons, but you will  always be able to reach your home or business.  Outside of working hours, a travel lane will be left  open for local traffic only.    We will post our work area for “No Parking” as needed during work hours (generally 7am-4pm).   Parking outside of those hours will be allowed, but cars will need to be moved by the start of the  next workday.  We will try to preserve as much parking space as possible.   We know that construction always involves inconveniences and noise. We will do everything  possible to maintain your quality of life throughout these projects, and conducting ourselves as  good and thoughtful neighbors in the course of our presence on your street.    Should you have any questions or concerns, you can either ask the construction foreman during the  project, or call any of the following numbers:    •  24-Hour City Service and Information Line:  311  •  12th Ward Office: 773-523-8250  •  DWM Office of Public Affairs:  312-744-6635      Genwmnot03032016          Flushing after Your Service Line has been Connected to the New Water Main     When we switch over the services from the old main to the new water main, we will interrupt water  service.  We give you 24-hour notice when this is to happen.  However, in the event of an emergency  shutdown during construction, we may not be able to give you prior warning.   Now that your old water main has been replaced and your water service has been connected to the  new water main, it is important to flush your plumbing of any sediment, rust or metals, including  any lead to maintain water quality.     Sediment, rust and metals, including any lead may collect in the aerator screen located at the tip of  your faucets.  These screens should be removed prior to flushing.  (1) Please find the closest available tap (an outside  hose spigot, laundry sink faucet or bathtub) to where  the water comes into the home that is not used for  drinking water. Fully open the cold water tap and let  the water run for at least 5 minutes.  Next flush any  other cold water faucets on that floor for at least 5  minutes.   (2)Move to the next highest floor and repeat.  (3) Move to additional floors in sequence and flush          any taps or faucets for at least 5 minutes.      If you have any questions or concerns about your water quality, or if you would like your water  tested, please call us at 311.  For additional advice and information visit  http://www.epa.gov/il/advice-chicago-residents-about-lead-drinking-water.   Routine Flushing  If your water line has been idle or stagnant for more than 6-hours, it is advised that you flush for at  least 5 minutes to maintain water quality.  This may include flushing the toilet, taking a shower and  doing laundry.     MeterSave  Lastly, if you don’t already have one, I ask you to consider the installation of a water meter in your  home to help you save money on your water bill.   For more information on this free program, go to  www.metersave.org.   Thank you in advance for your patience and cooperation during this important infrastructure  improvement project.     Sincerely,    Barrett B. Murphy  Commissioner            Genwmnot03032016   
4904`https://www.cityofchicago.org/content/dam/city/depts/dps/JOCReleases/2005JOC/2005_NovemberJOC/6072_95.pdf`Success`Success`5`5`Not a fillable PDF.`
16794`https://www.cityofchicago.org/content/dam/city/depts/dcd/tif/16reports/T_142_WesternRockIslandAR16.pdf`Success`Failed`42`10`Fillable Check: Failed`
20234`https://www.cityofchicago.org/content/dam/city/depts/dhr/supp_info/JobSpecifications/OperationConstruction/5400_Architectural_Series/5404_ARCHITECT_IV.pdf`Success`Success`3`3`Not a fillable PDF.`Code:  5404  Family:  Planning and Urban Development   Service: Operation and Construction   Group:  Engineering, Designing, and Structural   Series:  Architectural             CLASS TITLE:  ARCHITECT IV  CHARACTERISTICS OF THE CLASS      Under supervision, the class performs complex professional architectural duties in connection with  the design, construction and renovation of large scale projects for municipal buildings, facilities and  structures, and performs related duties as required            ESSENTIAL DUTIES   •  Prepares architectural plans and designs for construction and renovation projects of a large   scale and scope and high level of complexity or reviews those prepared by consultants to  ensure adherence to established design criteria and requirements   •  Visits field sites to ensure conformance to architectural plans and project time schedules and to   make or approve design changes   •  Reviews and revises complex plans, specifications and cost estimates prepared by design firms   bidding on municipal projects   •  Meets with departmental staff, clients and consultants to determine scope of services, budget   guidelines and specifications for large scale construction or renovation projects   •  Coordinates the work of departmental staff and consultants to establish timelines, implement   processes and monitor the progress of assigned projects   •  Participates in design, progress and pencil pay application meetings  •  Reviews contractor invoices for accuracy and resolves discrepancies  •  Provides feedback and makes recommendations on reviewed proposals  •  Compiles and prepares analysis and related reports on the status and costs of architectural   projects   •  Tracks and maintains required documentation for assigned projects  •  •  Provides technical assistance to architects on the preparation and review of architectural plans   Interprets building code policies and procedures for complex or atypical building plans    and drawings    NOTE:  The list of essential duties is not intended to be inclusive; there may be other duties that are   essential to particular positions within the class.        MINIMUM QUALIFICATIONS   Education, Training, and Experience  •  Graduation from an accredited college or university with a Bachelor's degree in Architecture   plus three years of professional architectural work experience, or an equivalent combination of  education, training and experience, provided that the minimum degree requirement is met.   Licensure, Certification, or Other Qualifications  •  None      WORKING CONDITIONS   •  General office environment   CODE:  5404  CLASS TITLE:  ARCHITECT IV       •  May be exposed to outdoor weather conditions and work sites with uneven terrain      EQUIPMENT   •  Standard office equipment (e.g., telephone, printer, photocopier, fax machine, calculator)  •  Computers and peripheral equipment (e.g., personal computer, computer terminals, hand-held   computer, scanner)   •  Field survey instrumentation      PHYSICAL REQUIREMENTS   •  Ability to stand or sit for extended periods of time      KNOWLEDGE, SKILLS, ABILITIES, AND OTHER WORK REQUIREMENTS   *principles and practices of architectural planning and design  *computer aided drafting and applicable software programs  *applicable mathematical principles and applications  *building permit policies, procedures and regulations   Knowledge  Considerable knowledge of:  •  •  •  •  Moderate knowledge of:  •  project management methods, practices and procedures  •  use of construction and architectural materials  Knowledge of applicable City and department policies, procedures, rules, regulations  Other knowledge as required for successful performance in the Architect III class         Skills  •   *ACTIVE LEARNING - Understand the implications of new information for both current and  future problem-solving and decision-making  *ACTIVE LISTENING - Give full attention to what other people are saying, taking time to  understand the points being made, ask questions as appropriate, and not interrupt at  inappropriate times  *CRITICAL THINKING - Use logic and reasoning to identify the strengths and weaknesses of  alternative solutions, conclusions, or approaches to problems  *COORDINATION WITH OTHERS - Adjust actions in relation to others' actions  *MONITORING – Monitor and assess performance of one’s self, other individuals, or  organizations to make improvements or take corrective action   •   •   •  •   •  JUDGEMENT AND DECISION MAKING – Consider the relative costs and benefits of potential   actions to choose the most appropriate one    Other skills as required for successful performance in the Architect III class      Abilities  •  COMPREHEND ORAL INFORMATION - Listen to and understand information and ideas   presented through spoken words and sentences   •  SPEAK - Communicate information and ideas in speaking so others will understand   Page 2 of 3   CODE:  5404  CLASS TITLE:  ARCHITECT IV       •  COMPREHEND WRITTEN INFORMATION - Read and understand information and ideas   presented in writing   •  WRITE - Communicate information and ideas in writing so others will understand  •  RECOGNIZE PROBLEMS – Tell when something is wrong or is like to go wrong  •  REASON TO SOLVE PROBLEMS – Apply general rules to specific problems to produce   answers that make sense   •  VISUALIZE - Imagine how something will look after it is moved around or when its parts are   moved or rearranged   •  MAKE SENSE OF INFORMATION  - Quickly make sense of, combine, and organize   information into meaningful patterns   Other abilities as required for successful performance in the Architect III class      All employees of the City of Chicago must demonstrate commitment to and compliance with applicable  state and federal laws, and City ordinances and rules; the City’s Ethics standards; and other City  policies and procedures.  The City of Chicago will consider equivalent foreign degrees, accreditations, and credentials in  evaluating qualifications.  * May be required at entry.         City of Chicago  Department of Human Resources  May, 2015     Page 3 of 3   
26593`https://www.cityofchicago.org/content/dam/city/depts/dhr/supp_info/JobSpecifications/JobSpecName/TRAFFIC-ENGINEER-II_6252.pdf`Success`Success`3`3`Not a fillable PDF.`Code:  6252  Family: Technical Engineering  Service: Operation and Construction  Group: Engineering, Designing, and Structural  Series: Traffic Engineering            CLASS TITLE: TRAFFIC ENGINEER II  CHARACTERISTICS OF THE CLASS      Under immediate supervision, performs entry-level professional engineering work related to the  design of streets and roads and the regulation and flow of traffic, and performs related duties as  required      ESSENTIAL DUTIES   •  Conducts field surveys to collect data on traffic patterns, volume, speed, capacity, accidents,   and parking    •  Analyzes survey data and recommends the installation of traffic control devices, including stop   signs, crossing areas, and directional arrows    •  Prepares design drawings and calculations and assists in the preparation of engineering plans   for new streets, traffic signal timing, and traffic control devices   •  Assists in the preparation of contract work plans, specifications, and estimates for labor,   material, and equipment costs for traffic projects   •  Examines contractor street construction plans for compliance with contract specifications and   sound engineering principles and recommends changes where needed   •  Reviews roadway permit requests for construction, media and special events, parades, bridge  repairs, and streetscaping activities to determine impact on traffic and safety, and recommends  measures to ensure minimal disruption and traffic flow efficiency  Investigates traffic complaints, conducts studies, and makes recommendations to eliminate  problems found   •   •  Maintains technical engineering records and detour maps and prepares status and progress   reports   •  Maintains records of field inspections, permits, work orders, correspondence, and related   documentation    NOTE:  The list of essential duties is not intended to be inclusive; there may be other duties that are   essential to particular positions within the class.        MINIMUM QUALIFICATIONS   Education, Training, and Experience  •  Graduation from an accredited college or university with a Bachelor's degree in Engineering  Licensure, Certification, or Other Qualifications  •  A valid State of Illinois driver’s license is required  •  Must have the permanent use of an automobile that is properly insured, including a clause   specifically insuring the City of Chicago from accident liability      WORKING CONDITIONS   •  General office environment   •  Exposure to outdoor weather conditions      EQUIPMENT   CODE:  6252  CLASS TITLE: TRAFFIC ENGINEER II      •  Standard office equipment (e.g., telephone, printer, photocopier, fax machine, calculator)  •  Computers and peripheral equipment (e.g., personal computer, computer terminals, hand-held   computer, scanner)   •  Personal protective equipment (e.g., hard hat, safety vest,  glasses, gloves)  •  Scientific calculators  •  Field surveying equipment  •  Computer Assisted Design and Drafting (CAD or CADD) equipment      PHYSICAL REQUIREMENTS   •  Ability to stand and walk for extended or continuous periods of time     KNOWLEDGE, SKILLS, ABILITIES, AND OTHER WORK REQUIREMENTS   Knowledge     Some knowledge of:  •  •   *applicable civil and  traffic engineering design, theories, and principles  *applicable computer software packages and applications, including computer assisted design  software   •  use of surveying and drafting instruments   Knowledge of applicable City and department policies, procedures, rules and regulations    Skills    •  ACTIVE LEARNING - Understand the implications of new information for both current and future   problem-solving and decision-making   •  ACTIVE LISTENING - Give full attention to what other people are saying, take time to  understand the points being made, ask questions as appropriate, and not interrupt at  inappropriate times   •  CRITICAL THINKING – Use logic and reasoning to identify the strengths and weaknesses of   alternative solutions, conclusions, or approaches to problems    •  MATHEMATICS - Use mathematics to solve problems   •  COMPLEX PROBLEM SOLVING – Identify complex problems and review related information to   develop and evaluate options and implement solutions   Abilities    •  COMPREHEND ORAL INFORMATION - Listen to and understand information and ideas   presented through spoken words and sentences   •  SPEAK - Communicate information and ideas in speaking so others will understand  •  COMPREHEND WRITTEN INFORMATION - Read and understand information and ideas   presented in writing   •  WRITE - Communicate information and ideas in writing so others will understand  •  REASON TO SOLVE PROBLEMS - Apply general rules to specific problems to produce   answers that make sense   Page 2 of 3            CODE:  6252  CLASS TITLE: TRAFFIC ENGINEER II  •  REASON MATHEMATICALLY - Choose the right mathematical methods or formulas to solve a      problem   •  VISUALIZE - Imagine how something will look after it is moved around or when its parts are   moved or rearranged   Other Work Requirements    •  •  DEPENDABILITY - Demonstrate reliability, responsibility, and dependability and fulfill   INITIATIVE - Demonstrate willingness to take on job challenges   obligations   •  ATTENTION TO DETAIL - Pay careful attention to detail and thoroughness in completing work   tasks    •  ANALYTICAL THINKING – Analyze information and use logic to address work or job issues          All employees of the City of Chicago must demonstrate commitment to and compliance with applicable  state and federal laws, and City ordinances and rules; the City’s Ethics standards; and other City  policies and procedures.  The City of Chicago will consider equivalent foreign degrees, accreditations, and credentials in  evaluating qualifications.  * May be required at entry.         City of Chicago  Department of Human Resources  June, 2010          Page 3 of 3   
18196`https://www.cityofchicago.org/content/dam/city/depts/water/supp_info/arcConRpt/2015construction/July%202015/20150728_Henderson_Leclaire_31w.pdf`Success`Failed`6`6`Not a fillable PDF.`
